plan_id,cable_id,status,type,zone,a_device,a_interface,a_role,b_device,b_interface,b_role
33,15362,connected,,,compute-001,be-gpu0-port0,server,be-plane-a-leaf-01,E1/1/1,leaf
33,15363,connected,,,compute-001,be-gpu0-port1,server,be-plane-b-leaf-01,E1/1/1,leaf
33,15364,connected,,,compute-001,be-gpu1-port0,server,be-plane-a-leaf-01,E1/1/2,leaf
33,15365,connected,,,compute-001,be-gpu1-port1,server,be-plane-b-leaf-01,E1/1/2,leaf
33,15366,connected,,,compute-001,be-gpu2-port0,server,be-plane-a-leaf-02,E1/1/1,leaf
33,15367,connected,,,compute-001,be-gpu2-port1,server,be-plane-b-leaf-02,E1/1/1,leaf
33,15368,connected,,,compute-001,be-gpu3-port0,server,be-plane-a-leaf-02,E1/1/2,leaf
33,15369,connected,,,compute-001,be-gpu3-port1,server,be-plane-b-leaf-02,E1/1/2,leaf
33,15370,connected,,,compute-001,be-gpu4-port0,server,be-plane-a-leaf-03,E1/1/1,leaf
33,15371,connected,,,compute-001,be-gpu4-port1,server,be-plane-b-leaf-03,E1/1/1,leaf
33,15372,connected,,,compute-001,be-gpu5-port0,server,be-plane-a-leaf-03,E1/1/2,leaf
33,15373,connected,,,compute-001,be-gpu5-port1,server,be-plane-b-leaf-03,E1/1/2,leaf
33,15374,connected,,,compute-001,be-gpu6-port0,server,be-plane-a-leaf-04,E1/1/1,leaf
33,15375,connected,,,compute-001,be-gpu6-port1,server,be-plane-b-leaf-04,E1/1/1,leaf
33,15376,connected,,,compute-001,be-gpu7-port0,server,be-plane-a-leaf-04,E1/1/2,leaf
33,15377,connected,,,compute-001,be-gpu7-port1,server,be-plane-b-leaf-04,E1/1/2,leaf
33,15378,connected,,,compute-001,fe-p0,server,fe-leaf-01,E1/1/1,leaf
33,15379,connected,,,compute-001,fe-p1,server,fe-leaf-02,E1/1/1,leaf
33,15380,connected,,,compute-002,be-gpu0-port0,server,be-plane-a-leaf-01,E1/2/1,leaf
33,15381,connected,,,compute-002,be-gpu0-port1,server,be-plane-b-leaf-01,E1/2/1,leaf
33,15382,connected,,,compute-002,be-gpu1-port0,server,be-plane-a-leaf-01,E1/2/2,leaf
33,15383,connected,,,compute-002,be-gpu1-port1,server,be-plane-b-leaf-01,E1/2/2,leaf
33,15384,connected,,,compute-002,be-gpu2-port0,server,be-plane-a-leaf-02,E1/2/1,leaf
33,15385,connected,,,compute-002,be-gpu2-port1,server,be-plane-b-leaf-02,E1/2/1,leaf
33,15386,connected,,,compute-002,be-gpu3-port0,server,be-plane-a-leaf-02,E1/2/2,leaf
33,15387,connected,,,compute-002,be-gpu3-port1,server,be-plane-b-leaf-02,E1/2/2,leaf
33,15388,connected,,,compute-002,be-gpu4-port0,server,be-plane-a-leaf-03,E1/2/1,leaf
33,15389,connected,,,compute-002,be-gpu4-port1,server,be-plane-b-leaf-03,E1/2/1,leaf
33,15390,connected,,,compute-002,be-gpu5-port0,server,be-plane-a-leaf-03,E1/2/2,leaf
33,15391,connected,,,compute-002,be-gpu5-port1,server,be-plane-b-leaf-03,E1/2/2,leaf
33,15392,connected,,,compute-002,be-gpu6-port0,server,be-plane-a-leaf-04,E1/2/1,leaf
33,15393,connected,,,compute-002,be-gpu6-port1,server,be-plane-b-leaf-04,E1/2/1,leaf
33,15394,connected,,,compute-002,be-gpu7-port0,server,be-plane-a-leaf-04,E1/2/2,leaf
33,15395,connected,,,compute-002,be-gpu7-port1,server,be-plane-b-leaf-04,E1/2/2,leaf
33,15396,connected,,,compute-002,fe-p0,server,fe-leaf-01,E1/1/2,leaf
33,15397,connected,,,compute-002,fe-p1,server,fe-leaf-02,E1/1/2,leaf
33,15398,connected,,,compute-003,be-gpu0-port0,server,be-plane-a-leaf-01,E1/3/1,leaf
33,15399,connected,,,compute-003,be-gpu0-port1,server,be-plane-b-leaf-01,E1/3/1,leaf
