plan_id,cable_id,status,type,zone,a_device,a_interface,a_role,b_device,b_interface,b_role
30,14274,connected,,,compute-001,be0-port0,server,be-rail-leaf-01,E1/1/1,leaf
30,14275,connected,,,compute-001,be1-port0,server,be-rail-leaf-01,E1/1/2,leaf
30,14276,connected,,,compute-001,be2-port0,server,be-rail-leaf-01,E1/2/1,leaf
30,14277,connected,,,compute-001,be3-port0,server,be-rail-leaf-01,E1/2/2,leaf
30,14278,connected,,,compute-001,be4-port0,server,be-rail-leaf-02,E1/1/1,leaf
30,14279,connected,,,compute-001,be5-port0,server,be-rail-leaf-02,E1/1/2,leaf
30,14280,connected,,,compute-001,be6-port0,server,be-rail-leaf-02,E1/2/1,leaf
30,14281,connected,,,compute-001,be7-port0,server,be-rail-leaf-02,E1/2/2,leaf
30,14282,connected,,,compute-001,fe-p0,server,fe-leaf-01,E1/1/1,leaf
30,14283,connected,,,compute-001,fe-p1,server,fe-leaf-02,E1/1/1,leaf
30,14284,connected,,,compute-002,be0-port0,server,be-rail-leaf-01,E1/3/1,leaf
30,14285,connected,,,compute-002,be1-port0,server,be-rail-leaf-01,E1/3/2,leaf
30,14286,connected,,,compute-002,be2-port0,server,be-rail-leaf-01,E1/4/1,leaf
30,14287,connected,,,compute-002,be3-port0,server,be-rail-leaf-01,E1/4/2,leaf
30,14288,connected,,,compute-002,be4-port0,server,be-rail-leaf-02,E1/3/1,leaf
30,14289,connected,,,compute-002,be5-port0,server,be-rail-leaf-02,E1/3/2,leaf
30,14290,connected,,,compute-002,be6-port0,server,be-rail-leaf-02,E1/4/1,leaf
30,14291,connected,,,compute-002,be7-port0,server,be-rail-leaf-02,E1/4/2,leaf
30,14292,connected,,,compute-002,fe-p0,server,fe-leaf-01,E1/1/2,leaf
30,14293,connected,,,compute-002,fe-p1,server,fe-leaf-02,E1/1/2,leaf
30,14294,connected,,,compute-003,be0-port0,server,be-rail-leaf-01,E1/5/1,leaf
30,14295,connected,,,compute-003,be1-port0,server,be-rail-leaf-01,E1/5/2,leaf
30,14296,connected,,,compute-003,be2-port0,server,be-rail-leaf-01,E1/6/1,leaf
30,14297,connected,,,compute-003,be3-port0,server,be-rail-leaf-01,E1/6/2,leaf
30,14298,connected,,,compute-003,be4-port0,server,be-rail-leaf-02,E1/5/1,leaf
30,14299,connected,,,compute-003,be5-port0,server,be-rail-leaf-02,E1/5/2,leaf
30,14300,connected,,,compute-003,be6-port0,server,be-rail-leaf-02,E1/6/1,leaf
30,14301,connected,,,compute-003,be7-port0,server,be-rail-leaf-02,E1/6/2,leaf
30,14302,connected,,,compute-003,fe-p0,server,fe-leaf-01,E1/1/3,leaf
30,14303,connected,,,compute-003,fe-p1,server,fe-leaf-02,E1/1/3,leaf
30,14304,connected,,,compute-004,be0-port0,server,be-rail-leaf-01,E1/7/1,leaf
30,14305,connected,,,compute-004,be1-port0,server,be-rail-leaf-01,E1/7/2,leaf
30,14306,connected,,,compute-004,be2-port0,server,be-rail-leaf-01,E1/8/1,leaf
30,14307,connected,,,compute-004,be3-port0,server,be-rail-leaf-01,E1/8/2,leaf
30,14308,connected,,,compute-004,be4-port0,server,be-rail-leaf-02,E1/7/1,leaf
30,14309,connected,,,compute-004,be5-port0,server,be-rail-leaf-02,E1/7/2,leaf
30,14310,connected,,,compute-004,be6-port0,server,be-rail-leaf-02,E1/8/1,leaf
30,14311,connected,,,compute-004,be7-port0,server,be-rail-leaf-02,E1/8/2,leaf
30,14312,connected,,,compute-004,fe-p0,server,fe-leaf-01,E1/1/4,leaf
30,14313,connected,,,compute-004,fe-p1,server,fe-leaf-02,E1/1/4,leaf
30,14314,connected,,,compute-005,be0-port0,server,be-rail-leaf-01,E1/9/1,leaf
30,14315,connected,,,compute-005,be1-port0,server,be-rail-leaf-01,E1/9/2,leaf
30,14316,connected,,,compute-005,be2-port0,server,be-rail-leaf-01,E1/10/1,leaf
30,14317,connected,,,compute-005,be3-port0,server,be-rail-leaf-01,E1/10/2,leaf
30,14318,connected,,,compute-005,be4-port0,server,be-rail-leaf-02,E1/9/1,leaf
30,14319,connected,,,compute-005,be5-port0,server,be-rail-leaf-02,E1/9/2,leaf
30,14320,connected,,,compute-005,be6-port0,server,be-rail-leaf-02,E1/10/1,leaf
30,14321,connected,,,compute-005,be7-port0,server,be-rail-leaf-02,E1/10/2,leaf
30,14322,connected,,,compute-005,fe-p0,server,fe-leaf-01,E1/3/1,leaf
30,14323,connected,,,compute-005,fe-p1,server,fe-leaf-02,E1/3/1,leaf
30,14324,connected,,,compute-006,be0-port0,server,be-rail-leaf-01,E1/11/1,leaf
30,14325,connected,,,compute-006,be1-port0,server,be-rail-leaf-01,E1/11/2,leaf
30,14326,connected,,,compute-006,be2-port0,server,be-rail-leaf-01,E1/12/1,leaf
30,14327,connected,,,compute-006,be3-port0,server,be-rail-leaf-01,E1/12/2,leaf
30,14328,connected,,,compute-006,be4-port0,server,be-rail-leaf-02,E1/11/1,leaf
30,14329,connected,,,compute-006,be5-port0,server,be-rail-leaf-02,E1/11/2,leaf
30,14330,connected,,,compute-006,be6-port0,server,be-rail-leaf-02,E1/12/1,leaf
30,14331,connected,,,compute-006,be7-port0,server,be-rail-leaf-02,E1/12/2,leaf
30,14332,connected,,,compute-006,fe-p0,server,fe-leaf-01,E1/3/2,leaf
30,14333,connected,,,compute-006,fe-p1,server,fe-leaf-02,E1/3/2,leaf
30,14334,connected,,,compute-007,be0-port0,server,be-rail-leaf-01,E1/13/1,leaf
30,14335,connected,,,compute-007,be1-port0,server,be-rail-leaf-01,E1/13/2,leaf
30,14336,connected,,,compute-007,be2-port0,server,be-rail-leaf-01,E1/14/1,leaf
30,14337,connected,,,compute-007,be3-port0,server,be-rail-leaf-01,E1/14/2,leaf
30,14338,connected,,,compute-007,be4-port0,server,be-rail-leaf-02,E1/13/1,leaf
30,14339,connected,,,compute-007,be5-port0,server,be-rail-leaf-02,E1/13/2,leaf
30,14340,connected,,,compute-007,be6-port0,server,be-rail-leaf-02,E1/14/1,leaf
30,14341,connected,,,compute-007,be7-port0,server,be-rail-leaf-02,E1/14/2,leaf
30,14342,connected,,,compute-007,fe-p0,server,fe-leaf-01,E1/3/3,leaf
30,14343,connected,,,compute-007,fe-p1,server,fe-leaf-02,E1/3/3,leaf
30,14344,connected,,,compute-008,be0-port0,server,be-rail-leaf-01,E1/15/1,leaf
30,14345,connected,,,compute-008,be1-port0,server,be-rail-leaf-01,E1/15/2,leaf
30,14346,connected,,,compute-008,be2-port0,server,be-rail-leaf-01,E1/16/1,leaf
30,14347,connected,,,compute-008,be3-port0,server,be-rail-leaf-01,E1/16/2,leaf
30,14348,connected,,,compute-008,be4-port0,server,be-rail-leaf-02,E1/15/1,leaf
30,14349,connected,,,compute-008,be5-port0,server,be-rail-leaf-02,E1/15/2,leaf
